id,category_name_th,resource,sub_category,unit,ef_value,ref_source
3a8502fa-8744-4d05-9a8a-82af9bd905dd,1) การเผาไหม้อยู่กับที่ (Stationary combustion),Paddy husk,,kg,0.02736,
9fb28dbc-0da8-40a8-a01c-76a7f0528201,1) การเผาไหม้อยู่กับที่ (Stationary combustion),Palm kernel shell,,kg,0.035207,
99689b7f-4ef4-4173-9e16-e6bfb4d76442,1) การเผาไหม้อยู่กับที่ (Stationary combustion),Propane: kg,,kg,3,
fa65ab37-1bfc-4140-be29-e12584d8e55a,1) การเผาไหม้อยู่กับที่ (Stationary combustion),Saw dust,,kg,0.020672,
09ab6843-cc58-498f-87fc-0ef9c9ba8521,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),Biodiesel: L,,Liter,1.643976,
25c49ef3-dcde-4627-9ffc-6affa000bdcc,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),Diesel B7,,Liter,2.790070644,
92899798-d868-498f-b764-bcd55677bf3b,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Diesel: Aggriculture, L",,Liter,2.978981184,
2248c039-7759-4b59-8d91-1773e891cdae,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Diesel: Forestry, L",,Liter,2.978981184,
96daa811-de76-4493-a2c1-cf265d52924b,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Diesel: Household, L",,Liter,2.978981184,
bf93cc16-d2ba-4fa7-b1f3-e46f657b4117,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Diesel: Industry, L",,Liter,2.978981184,
a490b229-83bc-434b-8762-bf32dfdcb680,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Ethanol, Biogasoline: L",,Liter,1.4967828,
a4348ed5-0dc1-483a-9b90-4ded3994b5bc,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Gasohol E10,   2-stroke:  Forestry, L",,Liter,2.11658928,
85fb8a47-f74a-4c26-9a93-415da9e56e39,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Gasohol E10,   2-stroke:  Household, L",,Liter,2.12540368,
135b161a-7f21-4ffe-8ee9-82530d124bb5,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Gasohol E10,   2-stroke:  Industry, L",,Liter,2.08133168,
1fd2c6e0-e367-4be0-bb5f-094c3b46e236,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Gasohol E10,  2-stroke: Aggriculture, L",,Liter,2.09014608,
3e873c76-11d5-4f2c-a38f-6cb685ef8205,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Gasohol E10,  4-stroke:  Forestry, L",,Liter,1.9634076,
cc3cfefd-4a04-4fab-a7e2-2e569e5b7343,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Gasohol E10,  4-stroke:  Household, L",,Liter,2.0858648,
46e12293-d7a6-4d5c-8f2d-c7d7d9ed6982,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Gasohol E10,  4-stroke:  Industry, L",,Liter,2.024164,
6b613923-b0d8-4373-9691-2d31b277649c,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Gasohol E10,  4-stroke: Aggriculture, L",,Liter,2.0506072,
4845ac0d-450b-4230-8a85-359bae0e717b,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),LPG: kg,,kg,3.205738148,
df661493-67e7-4cca-a3e4-040ac1625610,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Motor Gasoline 2-stroke:  Forestry, L",,Liter,2.33474568,
0c9d1651-cb51-49a8-97b6-239b312828bc,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Motor Gasoline 2-stroke:  Household, L",,Liter,2.34356008,
04fc4e80-2d90-4246-814e-ebd916ab8e0c,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Motor Gasoline 2-stroke:  Industry, L",,Liter,2.29948808,
8ade9cab-9a00-46cb-ba4f-882c51a00d5f,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Motor Gasoline 2-stroke: Aggriculture, L",,Liter,2.30830248,
7d6ff6ee-e45c-4c2d-9378-6311a3a5ac46,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Motor Gasoline 4-stroke:  Forestry, L",,Liter,2.181564,
b39dc866-2bba-47ff-9d85-190e4795b392,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Motor Gasoline 4-stroke:  Household, L",,Liter,2.3040212,
e314f19f-a908-401e-8eed-ed4414a71092,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Motor Gasoline 4-stroke:  Industry, L",,Liter,2.2423204,
64d5d4a1-b7e0-4825-8e50-fcaa09827f54,2.1) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (Off road),"Motor Gasoline 4-stroke: Aggriculture, L",,Liter,2.2687636,
9224b573-2552-4c2b-8467-6c84a1a9bc64,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),Biodiesel: L,,Liter,1.670509494,
9be45b24-f935-460b-9007-6b3d7ad7bcbb,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),CNG: kg,,kg,2.2539509,
1da2b6e8-0bd9-4ead-b4c6-b8cd29bb6501,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),Diesel (20),,Liter,2.197578006,
9a458d84-0207-42da-9529-97ea9c010914,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),Diesel (B7),,Liter,2.550372739,
a73187a5-57c1-4e00-a83b-55f861367e64,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),Diesel: L,,Liter,2.740339134,
7711b3f6-90ed-43ed-93f7-4292a859954a,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),Ethanol (Biogasoline),,Liter,1.507437864,
79bbef59-4795-4cac-95b6-3347b635f5b2,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),Gasohol: E10,,Liter,2.010283117,
05313487-6c16-4e37-8c23-2bf8b34083d8,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),Gasohol: E20,,Liter,1.788102222,
1c99f627-171b-4042-b9b0-2666ccbb7c8e,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),Gasohol: E85,,Liter,0.3439264062,
b58575f8-6d4a-4bc7-9489-8c7db54c9c0d,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),LPG: kg,,kg,3.19878737,
ad6db599-91ac-4c9a-b8ef-34d46ce005a6,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),LPG: litre,,Liter,1.72734518,
d3c2c6b0-2a59-41a6-90f0-d5b05032e5ea,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),Motor Gasoline - low mileage light duty vihicle vintage 1995 or later: L,,Liter,2.232464012,
b030cb6a-d1f7-4396-9b74-fe4bd4ee6722,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),Motor Gasoline - oxydation catalyst: L,,Liter,2.2703376,
f9f20442-3a38-4051-b1c4-23b8e662726e,2.2) การเผาไหม้ที่มีการเคลื่อนที่ (Mobile combustion) (On road),Motor Gasoline - uncontrolled: L,,Liter,2.23734656,
2f82bf5f-53a7-4fe0-8e52-c6cdb454f685,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),Aerobic treatment plant Not well managed,,kgCO2,2.1,
634d3993-5f46-4a4f-8bdb-e4b5e8d76599,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),Aerobic treatment plant well managed,,kgCO2,0,
67cdedea-92e0-43b0-941c-766b41635415,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),Anaerobic deep lagoon,,kgCO2,5.6,
6c94dc81-f631-4315-be5f-7e45093f0ef1,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),Anaerobic digester for sludge,,kgCO2,5.6,
0e0fa307-d655-4002-83e8-f7a6d37fa260,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),Anaerobic reactor,,kgCO2,5.6,
b69e17e1-1f3d-4c2b-abc3-31c77ac2f482,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),Anaerobic shallow lagoon,,kgCO2,1.4,
30dc8543-f54d-4d0f-9424-bfc1bbccd924,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),CH4 Septictank,,kgCH4,28,
7ab7b13e-eff5-4dd1-8ae0-930f9013e104,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),HFC-152,,kg,16,
15c9e0e0-09eb-4dcd-8c40-8f5524159e9e,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),HFC-152a,,kg,138,
9888b0cb-32f7-4e6e-bae1-ce3676d880fb,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),HFC-161,,kg,4,
bd1af40f-3d08-4420-83cf-8a3ac2442f6e,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),HFC-227ea,,kg,3350,
9891546d-4c84-4965-bceb-fefdae1bc48c,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),HFC-236cb,,kg,1210,
02c82e0d-acc5-456e-bdd8-41dba3527c85,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),HFC-236ea,,kg,1330,
86aa3245-cf68-4a17-92c7-0380c5df8226,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),HFC-236fa,,kg,8060,
f7d092c7-263a-4f2e-a078-620e0729af52,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),HFC-245ca,,kg,716,
ec876fb0-263c-4e90-8a6c-28546e9ef9f6,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),HFC-245fa,,kg,858,
26733201-7cc2-4962-ae3b-cd4b5bac0387,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),HFC-365mfc,,kg,804,
005ce0a2-7653-4e3b-89d8-404b4956ee07,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),HFC-43-10mee,,kg,1650,
e72bb132-b13d-46ce-bf7b-6b7331363c96,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-125,,kg,3170,
60d2bb24-4429-4458-9447-ddf75ef22ff9,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-134,,kg,1120,
9d205937-94b0-4fab-800d-08b8e3003bf4,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-134a,,kg,1300,
d8741860-d58a-4a10-ba71-78d42d4f578c,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-143,,kg,328,
b1907550-cb74-49ca-8c5d-7722586390d4,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-143a,,kg,4800,
b545fe02-5f8f-4791-9986-2ed4efd33e2f,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-32,,kg,677,
9289d3d9-4f38-4767-8748-4f00c4671391,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-401A,,kg,18,
8cc401fe-9631-4af0-a754-b47f30c1f2be,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-401B,,kg,15,
4c5ab11e-da40-44c2-abde-b63696856243,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-401C,,kg,21,
e2d42fb9-c1f4-46df-94d5-7e5abef3c059,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-402A,,kg,1902,
2bfc80f2-47bf-4eb1-a8f2-f860af49c6d8,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-402B,,kg,1205,
a147d699-9c98-4a8c-ac2d-4119b260272f,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-403B,,kg,3471,
80129df1-5706-41db-838e-2cb01499ca6e,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-404a,,kg,3942.8,
793e5ef1-8551-477d-aa9b-49b5f4b22efe,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-406A,,kg,0,
3037c910-1284-45dd-a37f-7fc227cd0c16,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-407a,,kg,1923.4,
94e8b2fb-6189-44d6-ad2d-80906521eafb,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-407B,,kg,2547,
f30f828a-cfc3-44dc-ba2b-c43d33040d0e,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-407C,,kg,1624.21,
3a9b3b97-1d83-4282-aca6-0cfddd0f2596,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-407D,,kg,1487,
6a757030-5f3c-4bdc-aa95-38d1ebd5c3fb,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-408A,,kg,2430,
4a3af8e6-b602-437a-91db-c7b8adc8d145,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-409A,,kg,0,
c52ddc34-3c2a-4ce0-869f-7a9a6c667a06,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-410a,,kg,1923.5,
285acee6-573f-4dcb-88e3-4dc6b156272a,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-410B,,kg,2048,
cae79f40-1eb0-46b7-b187-03c96261b0ce,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-411A,,kg,15,
1b945ea7-8f86-47bf-bf97-6dcce4461ba7,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-411B,,kg,4,
3096dfc3-dd78-44a6-bf7c-6511d72b4596,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-414A,,kg,0,
588c5a38-40fe-4eac-9a3e-72ce4bab0bee,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-414B,,kg,0,
aaa1dcc1-2def-44ac-8364-ea6cd97cf716,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-417A,,kg,2127,
4ac5fe1e-db86-4c7f-a530-9049b922f35c,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-422A,,kg,2847,
33478a92-7d62-4d8d-9c41-38685696e2ba,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-422D,,kg,2473,
b6b08680-83c3-4b79-982b-92542aa8a5e6,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-424A,,kg,3104,
e6429b4a-4d6b-4e59-af94-9b82788189e3,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-426A,,kg,1371,
372132aa-ce85-43e4-888f-1059edcf0fb3,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-428A,,kg,3417,
e2d83dc5-878e-492b-b43f-ff9432eadcef,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-434A,,kg,3075,
f658a0ed-3a4e-4d3c-b8c2-bd3fb96f8258,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-507A,,kg,3985,
00939fc2-39c6-498a-ac80-e9510babaab3,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-508A,,kg,11607,
6b74dc94-387a-4284-956a-ae1085213b9f,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),R-508B,,kg,11698,
221004d9-27db-496e-aa2f-3be9022ce87d,4) การรั่วไหล และอื่น ๆ (Fugitive emissions),SF6,,kg,23500,
3120278b-c88f-4443-89da-f8d6b0180717,การใช้พลังงานไฟฟ้า,ความร้อน,,,,
28428736-3aa0-4285-b30b-06803823fd7d,การใช้พลังงานไฟฟ้า,ความเย็น,,,,
3721f611-dc69-423a-a72f-4e5f22a2c3a0,การใช้พลังงานไฟฟ้า,อากาศอัด,,,,
f49917b7-ad95-4659-a387-a285f72d709f,การใช้พลังงานไฟฟ้า,โซลาร์เซลล์,,kWh,0,
e9d7ec9d-1c46-4da6-a3c0-62dae1bc81ba,การใช้พลังงานไฟฟ้า,ไอน้ำ,,,,
d6550840-c860-4410-9629-877a8300f082,การใช้พลังงานไฟฟ้า,ไฟฟ้าแบบ grid mix ปี 2022-2024; LCIA method IPCC 2013 GWP 100a V1.03 (CFO Scope2),,kWh,0.475,
0cf23a2e-42b0-493a-afb2-d2e6e7b63cb2,Category 1 การซื้อวัตถุดิบ และบริการ,กระจกฉนวนความร้อน,กลุ่มแก้วและกระจก,kg,1.7043,
0e417007-be0c-4812-860d-99d0c59da3b1,Category 1 การซื้อวัตถุดิบ และบริการ,กระจกนิรภัยชั้นเดียว,กลุ่มแก้วและกระจก,kg,3.1359,
edb76ced-ddda-4b49-9ff2-8535d72b7811,Category 1 การซื้อวัตถุดิบ และบริการ,กระจกนิรภัยหลายชั้น,กลุ่มแก้วและกระจก,kg,2.4449,
b740a170-d5c5-4e58-b806-5f52a6538f76,Category 1 การซื้อวัตถุดิบ และบริการ,กระจกแผ่นเรียบ,กลุ่มแก้วและกระจก,kg,1.271,
5ae0efca-e295-47c5-bb19-b46af3d2ba24,Category 1 การซื้อวัตถุดิบ และบริการ,กระดาษพิมพ์เขียนแบบเคลือบผิว,กลุ่มเยื่อและกระดาษ,kg,2.1639,
ade01cef-08e6-4bfa-8da1-05439aee5e61,Category 1 การซื้อวัตถุดิบ และบริการ,กระดาษพิมพ์เขียนแบบไม่เคลือบผิว,กลุ่มเยื่อและกระดาษ,kg,2.102,
bf6ac0c8-749a-4032-a3f2-41a8aad9180b,Category 1 การซื้อวัตถุดิบ และบริการ,กระดาษหนังสือพิมพ์,กลุ่มเยื่อและกระดาษ,kg,1.3589,
d111762f-dd65-43bd-a73b-ae94e47f8384,Category 1 การซื้อวัตถุดิบ และบริการ,กระถินสดอินทรีย์,กลุ่มอาหารสัตว์,kg,0.0014,
63a783e5-1d1a-4064-9b62-82a3e665e638,Category 1 การซื้อวัตถุดิบ และบริการ,กระเจี๊ยบเขียว,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.1699,
e1b06775-359b-4a58-bbfd-9d19c1ebc808,Category 1 การซื้อวัตถุดิบ และบริการ,กระเทียม,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.4754,
42ad2d2d-382b-4f46-bf3b-2fbe8c0f6533,Category 1 การซื้อวัตถุดิบ และบริการ,กลีเซอรีนค่าเฉลี่ยประเทศไทย,ปาล์มน้ำมัน,kg,0.8642,
e74b6e83-58f1-4ae9-8ae7-462cb843b26d,Category 1 การซื้อวัตถุดิบ และบริการ,กล้วยหอม,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.6241,
d108ad33-f482-4531-b490-b1682f32d127,Category 1 การซื้อวัตถุดิบ และบริการ,กล้วยไข่,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.5859,
5cc247ec-70ef-401f-b077-c7d31d65bc50,Category 1 การซื้อวัตถุดิบ และบริการ,กล้ายางชำถุง,กลุ่มอุตสาหกรรมยางธรรมชาติ (Natural rubber),p,0.347,
378c6802-2d17-440b-ba90-8de1935de28b,Category 1 การซื้อวัตถุดิบ และบริการ,กะลาปาล์มค่าเฉลี่ยประเทศไทย,ปาล์มน้ำมัน,kg,0.3965,
5771fbd1-9e0c-49d8-9520-3e03ddb2b9c6,Category 1 การซื้อวัตถุดิบ และบริการ,กะหล่ำดอก,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.275,
30e53008-b5ba-4d21-81e7-975a66988d33,Category 1 การซื้อวัตถุดิบ และบริการ,กะหล่ำปลี,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.3538,
60fd124c-6cc5-4106-9c11-52cf9dde870e,Category 1 การซื้อวัตถุดิบ และบริการ,กะเพรา,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.497,
d52a3be2-25c7-4fb9-990f-4e0d1ab17e82,Category 1 การซื้อวัตถุดิบ และบริการ,กากถั่วเหลือง,กลุ่มอาหารสัตว์,kg,1.024,
ea953da3-ce6e-421a-a4f0-bf14bfe14cd9,Category 1 การซื้อวัตถุดิบ และบริการ,การปลูกข้าวโพดเลี้ยงสัตว์,กลุ่มอาหารสัตว์,kg,0.2441,
90db0806-1a7f-4b2f-979a-ee44f80b6528,Category 1 การซื้อวัตถุดิบ และบริการ,กาแฟอราบิกา,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,11.0291,
a2db5ce1-7870-47ac-aa03-a2772699c67d,Category 1 การซื้อวัตถุดิบ และบริการ,กาแฟอราบิก้าคั่วบด,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,10.2087,
839c8146-f346-499e-ae2b-c41569ee2593,Category 1 การซื้อวัตถุดิบ และบริการ,กาแฟโรบัสตา,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,8.0986,
4e2ee53c-3e66-48df-939f-4f00b637c374,Category 1 การซื้อวัตถุดิบ และบริการ,กิ่งไม้ยางพารา,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),kg,0.0471,
fe494ded-4a70-4104-b774-6f6bb668877e,Category 1 การซื้อวัตถุดิบ และบริการ,ขวดแก้วสีชา,กลุ่มแก้วและกระจก,kg,0.8305,
f795d8fe-b100-4cca-95ea-5931e18fca0f,Category 1 การซื้อวัตถุดิบ และบริการ,ขวดแก้วใส,กลุ่มแก้วและกระจก,kg,0.8075,
77de7f8f-d5df-47c3-97ee-97e2f613435c,Category 1 การซื้อวัตถุดิบ และบริการ,ขิง,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.1249,
bd8db163-8280-4956-9c24-10ce131a24a4,Category 1 การซื้อวัตถุดิบ และบริการ,ขี้เลื่อยจากพาเลทไม้ยางพารา,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),kg,0.093,
acfe1833-e2ad-4654-946c-6afb3d067cd6,Category 1 การซื้อวัตถุดิบ และบริการ,ขี้เลื่อยจากไม้ยางพาราประสาน,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),kg,0.2309,
758507d4-c5ac-49cf-8167-43fb466d7fb1,Category 1 การซื้อวัตถุดิบ และบริการ,ขี้เลื่อยจากไม้ยางพาราอัดประสาน,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),kg,0.3841,
